Timestamp,battery,contaminants,deviceid,eventtime,humidity,latitude,longitude,pressure,temperature
2016-09-06T09:57:45.811Z,1,3.303,fake1,1472971443,101.247,51.67632,-0.02173,100.984,12.773
2016-09-06T09:57:46.663Z,1,3.3,fake1,1472971484,100.678,51.67655,-0.02189,101.006,13.63
2016-09-06T09:57:46.731Z,1,3.3,fake1,1472971544,98.792,51.67655,-0.02189,101.001,12.47
2016-09-06T09:57:47.105Z,1,3.3,fake1,1472971604,100.041,51.67655,-0.02189,100.986,12.914
2016-09-06T09:57:47.195Z,1,3.3,fake1,1472971664,98.884,51.67655,-0.02189,100.988,13.239
2016-09-06T09:57:47.625Z,1,3.3,fake1,1472971724,100.537,51.67655,-0.02189,101.005,14.003
2016-09-06T09:57:48.177Z,1,3.3,fake1,1472971784,100.419,51.67655,-0.02189,100.979,13.643
2016-09-06T09:57:48.257Z,1,3.3,fake1,1472971844,101.417,51.67655,-0.02189,101.007,14.164
2016-09-06T09:57:48.736Z,1,3.3,fake1,1472971904,101.199,51.67655,-0.02189,101.026,13.682
2016-09-06T09:57:48.816Z,1,3.3,fake1,1472971964,101.261,51.67655,-0.02189,100.973,14.458
2016-09-06T09:57:49.278Z,1,3.298,fake1,1472972026,99.596,51.67655,-0.02177,101.016,13.921
2016-09-06T09:57:49.825Z,1,3.3,fake1,1472972101,100.604,51.67655,-0.02189,100.979,14.12
2016-09-06T09:57:50.602Z,1,3.328,fake1,1472972162,99.896,51.67499,-0.0211,101.015,14.283
2016-09-06T09:57:50.662Z,1,3.288,fake1,1472972222,99.776,51.67476,-0.01866,101.02,14.189
2016-09-06T09:57:51.162Z,1,3.425,fake1,1472972282,102.211,51.67029,-0.01949,101.033,14.042
2016-09-06T09:57:51.725Z,1,3.738,fake1,1472972342,101.11,51.66363,-0.0263,100.988,13.992
2016-09-06T09:57:51.784Z,1,3.961,fake1,1472972402,100.101,51.65784,-0.02971,100.989,14.007
2016-09-06T09:57:51.815Z,1,4.127,fake1,1472972463,99.242,51.65133,-0.02923,100.957,13.768
2016-09-06T09:57:52.346Z,1,4.364,fake1,1472972523,98.831,51.64443,-0.03187,100.98,14.18
2016-09-06T09:57:52.427Z,1,4.29,fake1,1472972583,99.957,51.63904,-0.02178,101.023,14.469
2016-09-06T09:57:52.878Z,1,4.148,fake1,1472972643,99.404,51.63565,-0.01186,100.997,13.88
2016-09-06T09:58:45.606Z,1,0.715,fake1,1472972645,102.211,51.51945,0.14386,101.012,14.332
2016-09-06T09:57:53.410Z,1,4.065,fake1,1472972703,98.31,51.63208,-0.00485,101.011,13.542
2016-09-06T09:58:46.615Z,1,0.716,fake1,1472972705,99.887,51.51946,0.14384,100.975,14.324
2016-09-06T09:57:54.242Z,1,3.96,fake1,1472972763,101.871,51.63056,0.00081,101.011,13.721
2016-09-06T09:58:46.655Z,1,0.726,fake1,1472972815,100.253,51.51958,0.14355,101.037,14.166
2016-09-06T09:57:54.260Z,1,3.87,fake1,1472972824,100.019,51.62697,0.00744,100.996,14.273
2016-09-06T09:58:46.709Z,1,0.68,fake1,1472972855,100.499,51.51961,0.14491,100.988,14.098
2016-09-06T09:57:54.282Z,1,3.966,fake1,1472972884,99.574,51.62089,0.00863,101.037,13.685
2016-09-06T09:58:47.179Z,1,0.648,fake1,1472972936,100.477,51.52151,0.1458,100.999,13.919
2016-09-06T09:57:54.847Z,1,4.089,fake1,1472972944,99.891,51.61862,0.00569,100.971,13.968
2016-09-06T09:58:47.208Z,1,0.781,fake1,1472972996,99.658,51.52237,0.14179,101.007,13.854
2016-09-06T09:57:55.390Z,1,4.092,fake1,1472973004,100.001,51.61782,0.0062,101,13.906
2016-09-06T09:58:47.229Z,1,0.841,fake1,1472973057,100.505,51.529,0.13961,100.996,14.017
2016-09-06T09:57:55.409Z,1,4.092,fake1,1472973064,100.797,51.61705,0.0068,101.036,14.188
2016-09-06T09:58:47.249Z,1,1.108,fake1,1472973117,99.397,51.53147,0.13139,101.003,14.578
2016-09-06T09:57:55.937Z,1,4.096,fake1,1472973124,100.378,51.61635,0.00717,100.962,14.19
2016-09-06T09:57:55.957Z,1,4.102,fake1,1472973134,99.491,51.61624,0.00701,101.02,13.422
2016-09-06T09:58:47.268Z,1,1.572,fake1,1472973177,101.288,51.5324,0.11734,101.008,14.222
2016-09-06T09:57:56.497Z,1,4.102,fake1,1472973194,98.678,51.61623926,0.007008518519,101.045,14.149
2016-09-06T09:58:47.718Z,1,2.04,fake1,1472973237,100.518,51.5319,0.10329,101.013,13.638
2016-09-06T09:57:57.044Z,1,4.103,fake1,1472973254,100.047,51.61623852,0.007007037037,100.978,14.01
2016-09-06T09:58:47.744Z,1,2.597,fake1,1472973297,99.417,51.52905,0.08677,101.01,14.502
2016-09-06T09:57:57.054Z,1,4.103,fake1,1472973314,101.597,51.61623778,0.007005555556,100.975,13.609
2016-09-06T09:58:47.783Z,1,3.164,fake1,1472973358,99.571,51.52411,0.07009,100.993,14.53
2016-09-06T09:57:57.684Z,1,4.103,fake1,1472973374,101.057,51.61623704,0.007004074074,101.022,13.362
2016-09-06T09:58:47.844Z,1,3.715,fake1,1472973418,101.321,51.51944,0.05381,100.987,13.55
2016-09-06T09:57:57.694Z,1,4.103,fake1,1472973434,99.912,51.6162363,0.007002592593,101.004,13.538
2016-09-06T09:58:47.884Z,1,4.292,fake1,1472973478,100.249,51.51798,0.03653,100.98,13.898
2016-09-06T09:57:58.252Z,1,4.103,fake1,1472973494,100.068,51.61623556,0.007001111111,100.988,14.261
2016-09-06T09:58:47.998Z,1,4.892,fake1,1472973538,98.905,51.51712,0.01856,101.021,14.393
2016-09-06T09:57:58.819Z,1,4.103,fake1,1472973554,101.338,51.61623481,0.00699962963,100.966,13.934
2016-09-06T09:58:48.059Z,1,5.398,fake1,1472973598,101.935,51.51443,0.00346,100.999,13.917
2016-09-06T09:57:58.840Z,1,4.103,fake1,1472973614,100.181,51.61623407,0.006998148148,101.139,13.697
2016-09-06T09:58:48.284Z,1,5.728,fake1,1472973655,100.099,51.5116,-0.00637,101.097,14.005
2016-09-06T09:57:59.341Z,1,4.103,fake1,1472973674,100.457,51.61623333,0.006996666667,101.109,13.883
2016-09-06T09:58:48.304Z,1,5.8,fake1,1472973715,100.964,51.51137,-0.00853,101.088,14.105
2016-09-06T09:57:59.350Z,1,4.103,fake1,1472973734,100.582,51.61623259,0.006995185185,101.074,13.931
2016-09-06T09:58:48.781Z,1,5.822,fake1,1472973775,99.435,51.50897,-0.00918,101.098,14.013
2016-09-06T09:57:59.910Z,1,4.103,fake1,1472973794,99.791,51.61623185,0.006993703704,101.096,14.102
2016-09-06T09:58:48.811Z,1,5.877,fake1,1472973835,100.081,51.50987,-0.01084,101.097,14.018
2016-09-06T09:58:00.475Z,1,4.103,fake1,1472973854,101.672,51.61623111,0.006992222222,101.114,14.316
2016-09-06T09:58:48.830Z,1,5.836,fake1,1472973891,100.753,51.50879,-0.00959,101.105,13.891
2016-09-06T09:58:00.534Z,1,4.103,fake1,1472973914,100.591,51.61623037,0.006990740741,101.087,13.289
2016-09-06T09:58:48.880Z,1,5.778,fake1,1472973956,99.882,51.50717,-0.00788,101.117,14.491
2016-09-06T09:58:01.230Z,1,4.103,fake1,1472973974,102.185,51.61622963,0.006989259259,101.12,14.003
2016-09-06T09:58:48.901Z,1,6.166,fake1,1472974016,99.038,51.50775,-0.01952,101.113,13.742
2016-09-06T09:58:01.270Z,1,4.103,fake1,1472974034,98.443,51.61622889,0.006987777778,101.102,13.41
