Latitude,Longitude,Time,Temperature,Humidity,Pressure
51.686499,-0.229082,2016-08-18 05:30:00,16.0,88.0,1010.0
51.68594916666667,-0.1990555,2016-08-18 05:35:00,16.0,88.0,1010.0
51.685399333333336,-0.16902899999999998,2016-08-18 05:40:00,16.0,88.0,1010.0
51.684849500000006,-0.13900249999999997,2016-08-18 05:45:00,16.0,88.0,1010.0
51.684299666666675,-0.10897599999999996,2016-08-18 05:50:00,16.0,81.0,1010.0
51.6832,-0.048923,2016-08-18 06:00:00,16.0,88.0,1010.0
51.68238383333333,-0.019683500000000003,2016-08-18 06:05:00,16.0,88.0,1010.0
51.681567666666666,0.009555999999999995,2016-08-18 06:10:00,16.0,88.0,1010.0
51.6807515,0.0387955,2016-08-18 06:15:00,16.0,88.0,1010.0
51.67993533333333,0.068035,2016-08-18 06:20:00,17.0,82.0,1010.0
51.679119166666666,0.0972745,2016-08-18 06:25:00,17.0,82.0,1010.0
51.678303,0.126514,2016-08-18 06:30:00,17.0,82.0,1010.0
51.66662083333333,0.14917333333333332,2016-08-18 06:35:00,17.0,82.0,1010.0
51.654938666666666,0.17183266666666666,2016-08-18 06:40:00,17.0,82.0,1010.0
51.6432565,0.194492,2016-08-18 06:45:00,17.0,82.0,1010.0
51.63157433333333,0.21715133333333334,2016-08-18 06:50:00,17.0,76.0,1010.0
51.619892166666666,0.23981066666666667,2016-08-18 06:55:00,17.0,76.0,1010.0
51.60821,0.26247,2016-08-18 07:00:00,17.0,82.0,1010.0
51.602202,0.26624666666666663,2016-08-18 07:05:00,17.0,82.0,1010.0
51.596194,0.2700233333333333,2016-08-18 07:10:00,17.0,82.0,1010.0
51.590185999999996,0.27379999999999993,2016-08-18 07:15:00,17.0,82.0,1010.0
51.584177999999994,0.2775766666666666,2016-08-18 07:20:00,18.0,77.0,1010.0
51.57816999999999,0.28135333333333323,2016-08-18 07:25:00,18.0,77.0,1010.0
51.572162,0.28513,2016-08-18 07:30:00,18.0,77.0,1010.0
51.55981116666666,0.2824405,2016-08-18 07:35:00,18.0,77.0,1010.0
51.54746033333333,0.27975099999999997,2016-08-18 07:40:00,18.0,77.0,1010.0
51.535109500000004,0.27706149999999996,2016-08-18 07:45:00,18.0,77.0,1010.0
51.522758666666675,0.27437199999999995,2016-08-18 07:50:00,18.0,70.0,1010.0
51.510407833333346,0.27168249999999994,2016-08-18 07:55:00,14.0,100.0,1011.0
51.498057,0.268993,2016-08-18 08:00:00,14.0,100.0,1011.0
51.486149833333336,0.2639005,2016-08-18 08:05:00,14.0,100.0,1011.0
51.47424266666667,0.258808,2016-08-18 08:10:00,14.0,100.0,1011.0
51.4623355,0.2537155,2016-08-18 08:15:00,14.0,100.0,1011.0
51.450428333333335,0.24862299999999998,2016-08-18 08:20:00,15.0,100.0,1011.0
51.43852116666667,0.24353049999999998,2016-08-18 08:25:00,15.0,100.0,1011.0
51.426614,0.238438,2016-08-18 08:30:00,15.0,100.0,1011.0
51.42026083333333,0.230942,2016-08-18 08:35:00,15.0,100.0,1011.0
51.41390766666666,0.223446,2016-08-18 08:40:00,15.0,100.0,1011.0
51.40755449999999,0.21595,2016-08-18 08:45:00,15.0,100.0,1011.0
51.40120133333332,0.208454,2016-08-18 08:50:00,15.0,100.0,1011.0
51.39484816666665,0.200958,2016-08-18 08:55:00,15.0,100.0,1011.0
51.388495,0.193462,2016-08-18 09:00:00,15.0,100.0,1011.0
51.3814215,0.18688166666666667,2016-08-18 09:05:00,15.0,100.0,1011.0
51.374348000000005,0.18030133333333334,2016-08-18 09:10:00,15.0,100.0,1011.0
51.36727450000001,0.17372100000000001,2016-08-18 09:15:00,15.0,100.0,1011.0
51.36020100000001,0.1671406666666667,2016-08-18 09:20:00,17.0,88.0,1011.0
51.353127500000014,0.16056033333333336,2016-08-18 09:25:00,17.0,88.0,1011.0
51.346054,0.15398,2016-08-18 09:30:00,17.0,88.0,1011.0
51.336791500000004,0.15192016666666666,2016-08-18 09:35:00,17.0,88.0,1011.0
51.327529000000006,0.14986033333333332,2016-08-18 09:40:00,17.0,88.0,1011.0
51.31826650000001,0.14780049999999997,2016-08-18 09:45:00,17.0,88.0,1011.0
51.30900400000001,0.14574066666666663,2016-08-18 09:50:00,17.0,88.0,1011.0
51.29974150000001,0.14368083333333329,2016-08-18 09:55:00,17.0,88.0,1011.0
51.290479,0.141621,2016-08-18 10:00:00,17.0,88.0,1011.0
51.285216999999996,0.1077465,2016-08-18 10:05:00,17.0,88.0,1011.0
51.279954999999994,0.073872,2016-08-18 10:10:00,17.0,88.0,1011.0
51.27469299999999,0.03999749999999999,2016-08-18 10:15:00,17.0,88.0,1011.0
51.26943099999999,0.0061229999999999896,2016-08-18 10:20:00,19.0,78.0,1011.0
51.26416899999999,-0.027751500000000012,2016-08-18 10:25:00,19.0,78.0,1011.0
51.258907,-0.061626,2016-08-18 10:30:00,19.0,78.0,1011.0
51.259659,-0.07307016666666666,2016-08-18 10:35:00,19.0,78.0,1011.0
51.260411,-0.08451433333333333,2016-08-18 10:40:00,19.0,78.0,1011.0
51.261162999999996,-0.0959585,2016-08-18 10:45:00,19.0,78.0,1011.0
51.261914999999995,-0.10740266666666667,2016-08-18 10:50:00,20.0,73.0,1011.0
51.26266699999999,-0.11884683333333335,2016-08-18 10:55:00,20.0,73.0,1011.0
