Timestamp,battery,contaminants,deviceid,eventtime,humidity,latitude,longitude,pressure,temperature
2016-09-07T08:00:11.710Z,1,3.302,fake1,1472971384,98.621,51.67655,-0.02199,101.018,13.034
2016-09-07T08:00:11.729Z,1,3.304,fake1,1472971404,100.781,51.6763,-0.02175,100.997,13.608
2016-09-07T08:00:11.749Z,1,3.304,fake1,1472971416,100.838,51.6763,-0.02175,101.024,13.616
2016-09-07T08:00:12.271Z,1,3.304,fake1,1472971428,98.264,51.6763,-0.02175,100.978,13.118
2016-09-07T08:00:12.281Z,1,3.303,fake1,1472971443,100.276,51.67632,-0.02173,101,13.232
2016-09-07T08:00:12.291Z,1,3.303,fake1,1472971454,100.508,51.67632,-0.02172,101.02,12.596
2016-09-07T08:00:12.301Z,1,3.303,fake1,1472971466,99.566,51.67632,-0.02172,100.983,12.578
2016-09-07T08:00:12.834Z,1,3.303,fake1,1472971478,99.522,51.67633,-0.02172,100.977,13.02
2016-09-07T08:00:12.844Z,1,3.3,fake1,1472971484,100.487,51.67655,-0.02189,100.973,12.17
2016-09-07T08:00:12.854Z,1,3.3,fake1,1472971496,101.522,51.67655,-0.02189,100.972,13.251
2016-09-07T08:00:13.389Z,1,3.3,fake1,1472971508,100.435,51.67655,-0.02189,100.982,13.111
2016-09-07T08:00:13.428Z,1,3.3,fake1,1472971520,99.777,51.67655,-0.02189,100.967,12.888
2016-09-07T08:00:13.408Z,1,3.3,fake1,1472971532,100.312,51.67655,-0.02189,100.972,12.621
2016-09-07T08:00:13.448Z,1,3.3,fake1,1472971544,99.542,51.67655,-0.02189,100.989,12.873
2016-09-07T08:00:13.649Z,1,3.3,fake1,1472971556,100.273,51.67655,-0.02189,101.021,13.82
2016-09-07T08:00:13.669Z,1,3.3,fake1,1472971568,100.799,51.67655,-0.02189,100.972,13.338
2016-09-07T08:00:13.689Z,1,3.3,fake1,1472971580,101.366,51.67655,-0.02189,101.016,12.865
2016-09-07T08:00:13.709Z,1,3.3,fake1,1472971592,99.744,51.67655,-0.02189,100.995,13.07
2016-09-07T08:00:13.729Z,1,3.3,fake1,1472971604,99.479,51.67655,-0.02189,100.987,12.89
2016-09-07T08:00:14.189Z,1,3.3,fake1,1472971616,100.948,51.67655,-0.02189,101.012,12.656
2016-09-07T08:00:14.215Z,1,3.3,fake1,1472971628,101.388,51.67655,-0.02189,100.999,13.347
2016-09-07T08:00:14.229Z,1,3.3,fake1,1472971640,101.436,51.67655,-0.02189,100.985,12.548
2016-09-07T08:00:14.709Z,1,3.3,fake1,1472971652,100.05,51.67655,-0.02189,100.984,13.67
2016-09-07T08:00:14.729Z,1,3.3,fake1,1472971664,100.243,51.67655,-0.02189,101,12.922
2016-09-07T08:00:14.750Z,1,3.3,fake1,1472971676,101.832,51.67655,-0.02189,101.032,12.813
2016-09-07T08:00:14.773Z,1,3.3,fake1,1472971688,99.229,51.67655,-0.02189,100.993,13.48
2016-09-07T08:00:15.264Z,1,3.3,fake1,1472971700,100.739,51.67655,-0.02189,100.989,12.852
2016-09-07T08:00:15.274Z,1,3.3,fake1,1472971712,98.12,51.67655,-0.02189,100.995,13.346
2016-09-07T08:00:15.289Z,1,3.3,fake1,1472971724,97.551,51.67655,-0.02189,101.013,12.983
2016-09-07T08:00:15.305Z,1,3.3,fake1,1472971736,102.127,51.67655,-0.02189,101.02,13.861
2016-09-07T08:00:15.315Z,1,3.3,fake1,1472971748,99.13,51.67655,-0.02189,100.994,12.89
2016-09-07T08:00:15.325Z,1,3.3,fake1,1472971760,102.455,51.67655,-0.02189,100.985,13.015
2016-09-07T08:00:15.335Z,1,3.3,fake1,1472971772,99.831,51.67655,-0.02189,101.018,12.916
2016-09-07T08:00:15.345Z,1,3.3,fake1,1472971784,100.042,51.67655,-0.02189,101,13.013
2016-09-07T08:00:15.356Z,1,3.3,fake1,1472971796,100.25,51.67655,-0.02189,100.999,13.064
2016-09-07T08:00:15.365Z,1,3.3,fake1,1472971808,101.2,51.67655,-0.02189,101.007,13.957
2016-09-07T08:00:15.385Z,1,3.3,fake1,1472971820,101.312,51.67655,-0.02189,101.02,14.115
2016-09-07T08:00:15.821Z,1,3.3,fake1,1472971832,99.137,51.67655,-0.02189,100.984,14.215
2016-09-07T08:00:15.842Z,1,3.3,fake1,1472971844,100.444,51.67655,-0.02189,100.997,14.55
2016-09-07T08:00:15.861Z,1,3.3,fake1,1472971856,100.378,51.67655,-0.02189,101.018,13.977
2016-09-07T08:00:16.323Z,1,3.3,fake1,1472971868,99.515,51.67655,-0.02189,101.031,14.5
2016-09-07T08:00:16.314Z,1,3.3,fake1,1472971880,100.318,51.67655,-0.02189,101.018,13.498
2016-09-07T08:00:16.332Z,1,3.3,fake1,1472971892,100.178,51.67655,-0.02189,100.971,14.565
2016-09-07T08:00:16.342Z,1,3.3,fake1,1472971904,100.33,51.67655,-0.02189,101.009,13.964
2016-09-07T08:00:16.352Z,1,3.3,fake1,1472971916,100.433,51.67655,-0.02189,100.985,13.983
2016-09-07T08:00:16.362Z,1,3.3,fake1,1472971928,99.451,51.67655,-0.02189,100.981,13.727
2016-09-07T08:00:16.821Z,1,3.3,fake1,1472971940,99.587,51.67655,-0.02189,101.009,14.6
2016-09-07T08:00:16.831Z,1,3.3,fake1,1472971952,101.174,51.67655,-0.02189,100.992,13.145
2016-09-07T08:00:16.841Z,1,3.3,fake1,1472971964,101.552,51.67655,-0.02189,100.995,14.318
2016-09-07T08:00:16.851Z,1,3.3,fake1,1472971976,100.206,51.67655,-0.02189,100.997,13.369
2016-09-07T08:00:16.861Z,1,3.3,fake1,1472971988,100.381,51.67655,-0.02189,101.002,13.465
2016-09-07T08:00:17.378Z,1,3.3,fake1,1472972000,100.02,51.67655,-0.02189,101.009,14.013
2016-09-07T08:00:17.398Z,1,3.3,fake1,1472972020,98.978,51.67655,-0.02189,100.987,13.512
2016-09-07T08:00:17.418Z,1,3.298,fake1,1472972026,100.762,51.67655,-0.02177,101.006,14.357
2016-09-07T08:00:17.927Z,1,3.298,fake1,1472972038,99.152,51.67655,-0.02177,100.989,15.124
2016-09-07T08:00:17.967Z,1,3.298,fake1,1472972050,100.405,51.67655,-0.02177,101.01,14.2
2016-09-07T08:00:17.947Z,1,3.297,fake1,1472972065,100.653,51.67655,-0.02172,100.967,13.744
2016-09-07T08:00:17.987Z,1,3.3,fake1,1472972076,99.813,51.67655,-0.0219,100.995,13.736
2016-09-07T08:00:18.486Z,1,3.31,fake1,1472972091,100.622,51.67649,-0.02234,100.971,14.519
2016-09-07T08:00:18.496Z,1,3.3,fake1,1472972101,98.264,51.67655,-0.02189,101,13.65
2016-09-07T08:00:18.506Z,1,3.294,fake1,1472972116,102.181,51.67655,-0.02159,100.979,14.405
2016-09-07T08:00:18.516Z,1,3.29,fake1,1472972127,100.106,51.67655,-0.02137,100.976,14.097
2016-09-07T08:00:18.526Z,1,3.283,fake1,1472972137,100.589,51.67658,-0.02101,101.006,15.199
2016-09-07T08:00:18.757Z,1,3.301,fake1,1472972152,99.993,51.67594,-0.02107,100.962,14.018
2016-09-07T08:00:18.766Z,1,3.328,fake1,1472972162,101.348,51.67499,-0.0211,100.999,13.838
2016-09-07T08:00:18.776Z,1,3.314,fake1,1472972172,98.331,51.67485,-0.02017,101.006,14.353
2016-09-07T08:00:19.251Z,1,3.287,fake1,1472972187,100.058,51.67476,-0.01862,100.977,13.711
2016-09-07T08:00:19.261Z,1,3.287,fake1,1472972199,101.655,51.67476,-0.01862,101.045,13.789
2016-09-07T08:00:19.767Z,1,3.287,fake1,1472972211,99.21,51.67476,-0.01862,101.016,14.155
2016-09-07T08:00:19.787Z,1,3.288,fake1,1472972222,99.74,51.67476,-0.01866,100.971,14.178
2016-09-07T08:00:19.809Z,1,3.293,fake1,1472972232,100.441,51.67433,-0.01833,101.03,13.684
2016-09-07T08:00:19.828Z,1,3.358,fake1,1472972247,98.902,51.67238,-0.01896,100.986,14.633
2016-09-07T08:00:19.848Z,1,3.393,fake1,1472972257,101.619,51.67134,-0.01928,101.003,13.983
2016-09-07T08:00:19.868Z,1,3.406,fake1,1472972271,101.77,51.67094,-0.01941,101.024,13.987
2016-09-07T08:00:20.317Z,1,3.425,fake1,1472972282,99.834,51.67029,-0.01949,100.997,15.272
2016-09-07T08:00:20.336Z,1,3.473,fake1,1472972292,99.964,51.66907,-0.02025,101,13.58
2016-09-07T08:00:20.345Z,1,3.556,fake1,1472972307,101.024,51.66738,-0.02215,100.974,14.314
2016-09-07T08:00:20.365Z,1,3.606,fake1,1472972317,100.671,51.66602,-0.02281,100.987,13.657
2016-09-07T08:00:20.376Z,1,3.684,fake1,1472972332,101.169,51.66443,-0.02466,100.987,14.29
2016-09-07T08:00:20.385Z,1,3.738,fake1,1472972342,99.664,51.66363,-0.0263,100.971,13.825
2016-09-07T08:00:20.400Z,1,3.795,fake1,1472972352,100.261,51.66276,-0.02803,101.019,13.582
2016-09-07T08:00:20.420Z,1,3.868,fake1,1472972367,101.781,51.66094,-0.02929,100.99,13.362
2016-09-07T08:00:20.440Z,1,3.91,fake1,1472972377,99.956,51.65958,-0.0295,100.999,14.591
2016-09-07T08:00:20.459Z,1,3.959,fake1,1472972392,98.75,51.65791,-0.02972,101.008,13.98
2016-09-07T08:00:20.479Z,1,3.961,fake1,1472972402,100.407,51.65784,-0.02971,101.012,14.045
2016-09-07T08:00:20.861Z,1,3.974,fake1,1472972412,99.296,51.65732,-0.02965,100.988,13.653
2016-09-07T08:00:20.871Z,1,4.013,fake1,1472972428,98.975,51.65544,-0.02904,100.99,14.32
2016-09-07T08:00:20.881Z,1,4.034,fake1,1472972438,101.314,51.6543,-0.02857,100.995,14.323
2016-09-07T08:00:21.365Z,1,4.063,fake1,1472972448,99.387,51.65333,-0.02868,100.986,14.041
2016-09-07T08:00:21.375Z,1,4.127,fake1,1472972463,99.784,51.65133,-0.02923,101.003,13.785
2016-09-07T08:00:22.989Z,1,4.174,fake1,1472972473,99.689,51.6499,-0.02968,101.006,15.009
2016-09-07T08:00:23.009Z,1,4.226,fake1,1472972488,99.268,51.64827,-0.03007,100.996,12.918
2016-09-07T08:00:23.029Z,1,4.266,fake1,1472972498,98.873,51.64717,-0.03062,101.022,14.272
2016-09-07T08:00:23.049Z,1,4.317,fake1,1472972508,99.989,51.64583,-0.0314,101.012,14.521
2016-09-07T08:00:23.533Z,1,4.364,fake1,1472972523,100.038,51.64443,-0.03187,100.989,13.355
2016-09-07T08:00:23.543Z,1,4.365,fake1,1472972533,101.563,51.64337,-0.03056,100.997,13.285
2016-09-07T08:00:23.553Z,1,4.363,fake1,1472972548,100.131,51.64172,-0.02836,100.984,13.859
2016-09-07T08:00:23.563Z,1,4.354,fake1,1472972558,100.08,51.64071,-0.0267,100.988,13.751
2016-09-07T08:00:23.800Z,1,4.33,fake1,1472972568,99.648,51.64004,-0.0248,101.012,13.859
2016-09-07T08:00:23.820Z,1,4.29,fake1,1472972583,99.428,51.63904,-0.02178,101.038,14.646
2016-09-07T08:00:24.320Z,1,4.262,fake1,1472972593,99.556,51.63838,-0.01978,100.991,14.014
2016-09-07T08:00:24.340Z,1,4.222,fake1,1472972608,98.259,51.63745,-0.01694,100.989,14.091
2016-09-07T08:00:24.360Z,1,4.195,fake1,1472972618,99.02,51.63686,-0.01516,101.034,14.17
2016-09-07T08:00:24.380Z,1,4.175,fake1,1472972628,101.043,51.63635,-0.01372,101.022,13.834
2016-09-07T08:00:24.877Z,1,4.148,fake1,1472972643,100.995,51.63565,-0.01186,100.985,14.104
2016-09-07T08:00:24.897Z,1,4.137,fake1,1472972653,99.838,51.63499,-0.01072,101.013,13.734
2016-09-07T08:00:24.917Z,1,4.127,fake1,1472972668,97.749,51.63391,-0.00921,100.983,13.942
2016-09-07T08:00:24.937Z,1,4.122,fake1,1472972678,99.455,51.63307,-0.00816,100.963,12.963
2016-09-07T08:00:24.957Z,1,4.097,fake1,1472972688,100.135,51.63254,-0.00662,100.988,13.471
2016-09-07T08:00:25.440Z,1,4.065,fake1,1472972703,99.953,51.63208,-0.00485,101,13.587
2016-09-07T08:00:25.460Z,1,4.04,fake1,1472972713,102.031,51.6319,-0.00367,101.009,14.147
2016-09-07T08:00:25.480Z,1,4.001,fake1,1472972728,99.266,51.63171,-0.00189,101.014,13.705
2016-09-07T08:00:25.500Z,1,3.992,fake1,1472972738,100.16,51.63166,-0.00146,101.056,14.614
2016-09-07T08:00:25.520Z,1,3.979,fake1,1472972748,100.408,51.63154,-0.00083,100.986,14.061
2016-09-07T08:00:25.540Z,1,3.96,fake1,1472972763,99.12,51.63056,0.00081,100.996,14.394
2016-09-07T08:00:25.560Z,1,3.957,fake1,1472972773,100.6,51.62977,0.00165,101.006,13.821
2016-09-07T08:00:26.006Z,1,3.945,fake1,1472972788,100.848,51.62851,0.00322,100.999,14.033
